area_of_activity,country,end_day,end_month,end_year,eruption_category,eruption_number,evidence_category,evidence_method_dating,last_eruption_year,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,minor_rock_1,minor_rock_2,minor_rock_3,minor_rock_4,minor_rock_5,Pop. Density (per sq. mi.),primary_volcano_type,Region,region,start_day,start_month,start_year,subregion,tectonic_settings,vei,volcano_name,volcano_name (eruptions.csv),volcano_number,volcano_number (eruptions.csv),Area_sq_miles,elevation,latitude,longitude,Population,population_within_100_km,population_within_10_km,population_within_30_km,population_within_5_km
NA,Japan,NA,NA,NA,Confirmed Eruption,17584,Eruption Observed,Tephrochronology,2010,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",0,0,-1250,"Izu, Volcano, and Mariana Islands",Subduction zone / Oceanic crust (< 15 km),3,Miyakejima,Miyakejima,284040,284040,377835,775,34.094,139.526,127463611,95663,3189,3474,1848
NA,Japan,NA,NA,NA,Confirmed Eruption,18247,Eruption Observed,Tephrochronology,886,Rhyolite, , , , ,Basalt / Picro-Basalt, , , , ,"337,4",Lava dome,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",0,0,-1250,"Izu, Volcano, and Mariana Islands",Subduction zone / Oceanic crust (< 15 km),NA,Niijima,Niijima,284020,284020,377835,432,34.397,139.27,127463611,1347661,3349,6139,3060
Nishi-yama,Japan,NA,NA,NA,Confirmed Eruption,18292,Eruption Observed,Tephrochronology,1606,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",0,0,-1250,"Izu, Volcano, and Mariana Islands",Subduction zone / Oceanic crust (< 15 km),NA,Hachijojima,Hachijojima,284050,284050,377835,854,33.137,139.766,127463611,14082,13560,13564,11275
Higashi-Iwate,Japan,NA,NA,NA,Confirmed Eruption,17567,Eruption Observed,Radiocarbon (corrected),1919,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"337,4",Complex,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",0,0,-1250,Honshu,Subduction zone / Continental crust (>25 km),3,Iwatesan,Iwatesan,283240,283240,377835,2038,39.853,141.001,127463611,2976795,18462,415920,439
NA,Japan,NA,NA,NA,Confirmed Eruption,18075,Eruption Observed,Radiocarbon (corrected),1997,Andesite / Basaltic Andesite, , , , ,Dacite, , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",0,0,-1250,Honshu,Subduction zone / Continental crust (>25 km),NA,Akita-Yakeyama,Akita-Yakeyama,283260,283260,377835,1366,39.964,140.757,127463611,3122037,721,55493,127
Southern Beehive,New Zealand,NA,NA,NA,Confirmed Eruption,14434,Eruption Observed,Tephrochronology,1800,Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt, , , , ,"15,2",Stratovolcano,OCEANIA,New Zealand to Fiji,0,0,-1250,New Zealand,Subduction zone / Continental crust (>25 km),NA,Taranaki,Taranaki,241030,241030,268680,2518,-39.3,174.07,4076140,104499,230,77381,200
4 km W of Te Kohaiakahu Point,New Zealand,NA,NA,NA,Confirmed Eruption,14548,Eruption Dated,Radiocarbon (corrected),260,Rhyolite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,"15,2",Caldera,OCEANIA,New Zealand to Fiji,0,0,-1250,New Zealand,Subduction zone / Continental crust (>25 km),3,Taupo,Taupo,241070,241070,268680,760,-38.82,176,4076140,161966,21456,26674,21456
NA,Papua New Guinea,NA,NA,NA,Confirmed Eruption,15144,Eruption Dated,Radiocarbon (uncorrected),-1050,Andesite / Basaltic Andesite, , , , , , , , , ,"12,3",Others,OCEANIA,Melanesia and Australia,0,0,-1260,Bougainville and Solomon Islands,Subduction zone / Crustal thickness unknown,NA,Loloru,Loloru,255030,255030,462840,1887,-6.52,155.62,5670544,97088,173,26075,1
NA,Japan,NA,NA,NA,Confirmed Eruption,17193,Eruption Observed,Radiocarbon (uncorrected),2020,Andesite / Basaltic Andesite,Dacite,Rhyolite,Basalt / Picro-Basalt, , , , , , ,"337,4",Caldera,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",0,0,-1270,Ryukyu Islands and Kyushu,Subduction zone / Continental crust (>25 km),NA,Asosan,Asosan,282110,282110,377835,1592,32.884,131.104,127463611,6507519,75559,234591,75559
NA,Iceland,NA,NA,NA,Confirmed Eruption,12633,Eruption Observed,Tephrochronology,1918,Basalt / Picro-Basalt,Rhyolite,Dacite, , ,Andesite / Basaltic Andesite, , , , ,"2,9",Others,WESTERN EUROPE,Iceland and Arctic Ocean,0,0,-1280,Iceland (southern),Rift zone / Oceanic crust (< 15 km),NA,Katla,Katla,372030,372030,103000,1490,63.633,-19.083,299388,11326,0,473,0
West side (Fox Hill),United States of America,NA,NA,NA,Confirmed Eruption,20403,Eruption Dated,Radiocarbon (uncorrected),-1280,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , ,Rhyolite, , , , ,"31,0",Shield,NORTHERN AMERICA,Alaska,0,0,-1280,Alaska (western),Intraplate / Continental crust (>25 km),NA,St. Paul Island,St. Paul Island,314010,314010,9631420,203,57.18,-170.3,298444215,783,582,582,582
NA,Iceland,NA,NA,NA,Confirmed Eruption,12632,Eruption Observed,Tephrochronology,1918,Basalt / Picro-Basalt,Rhyolite,Dacite, , ,Andesite / Basaltic Andesite, , , , ,"2,9",Others,WESTERN EUROPE,Iceland and Arctic Ocean,0,0,-1290,Iceland (southern),Rift zone / Oceanic crust (< 15 km),NA,Katla,Katla,372030,372030,103000,1490,63.633,-19.083,299388,11326,0,473,0
Lagoa do Fogo caldera,Portugal,NA,NA,NA,Confirmed Eruption,13029,Eruption Observed,Radiocarbon (uncorrected),1564,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , , ,"114,8",Stratovolcano,WESTERN EUROPE,Atlantic Ocean,0,0,-1290,Azores,Rift zone / Oceanic crust (< 15 km),4,Agua de Pau,Agua de Pau,382090,382090,92391,947,37.77,-25.47,10605870,119653,17272,113131,406
NA,Ecuador,NA,NA,NA,Confirmed Eruption,11398,Eruption Observed,Tephrochronology,1786,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite, , , , ,"47,8",Others,LATIN AMER. & CARIB,South America,0,0,-1300,Ecuador,Subduction zone / Continental crust (>25 km),NA,Cayambe,Cayambe,352006,352006,283560,5790,0.029,-77.986,13547510,3154986,1148,109630,70
Mokuaweoweo and NE rift zone,United States of America,NA,NA,NA,Confirmed Eruption,10146,Eruption Observed,Radiocarbon (uncorrected),1984,Basalt / Picro-Basalt, , , , , , , , , ,"31,0",Shield,NORTHERN AMERICA,Hawaii and Pacific Ocean,0,0,-1300,Hawaiian Islands,Intraplate / Oceanic crust (< 15 km),0,Mauna Loa,Mauna Loa,332020,332020,9631420,4170,19.475,-155.608,298444215,175315,45,1906,45
NA,Japan,NA,NA,NA,Confirmed Eruption,17410,Eruption Observed,Radiocarbon (corrected),1708,Basalt / Picro-Basalt, , , , ,Andesite / Basaltic Andesite,Dacite, , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",0,0,-1300,Honshu,Subduction zone / Continental crust (>25 km),NA,Fujisan,Fujisan,283030,283030,377835,3776,35.361,138.728,127463611,25022187,1759,906969,570
NA,Fiji,NA,NA,NA,Confirmed Eruption,14826,Eruption Dated,Tephrochronology,1550,Basalt / Picro-Basalt, , , , ,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , ,"49,6",Shield,OCEANIA,New Zealand to Fiji,0,0,-1300,Fiji Islands,Subduction zone / Crustal thickness unknown,2,Taveuni,Taveuni,245010,245010,18270,1241,-16.82,-179.97,905949,146131,3220,19186,692
Fossa,Italy,NA,NA,NA,Confirmed Eruption,13440,Eruption Observed,Tephrochronology,1890,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite,Rhyolite,Basalt / Picro-Basalt, , , , , ,"193,0",Stratovolcano,WESTERN EUROPE,Mediterranean and Western Asia,0,0,-1300,Italy,Subduction zone / Continental crust (>25 km),3,Vulcano,Vulcano,211050,211050,301230,500,38.404,14.962,58133509,2093800,23059,86766,2259
Upper SW rift zone (~2600 m),United States of America,NA,NA,NA,Confirmed Eruption,10277,Eruption Dated,Radiocarbon (corrected),1750,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,"31,0",Shield,NORTHERN AMERICA,Hawaii and Pacific Ocean,0,0,-1310,Hawaiian Islands,Intraplate / Oceanic crust (< 15 km),NA,Haleakala,Haleakala,332060,332060,9631420,3055,20.708,-156.25,298444215,157582,26074,65398,26074
NA,Colombia,NA,NA,NA,Confirmed Eruption,11259,Eruption Dated,Radiocarbon (uncorrected),1720,Dacite,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , ,"38,3",Stratovolcano,LATIN AMER. & CARIB,South America,0,0,-1310,Colombia,Subduction zone / Continental crust (>25 km),4,"Bravo, Cerro","Bravo, Cerro",351012,351012,1138910,3985,5.091,-75.293,43593035,3929468,4916,538690,1679
Morne Amic,France,NA,NA,NA,Confirmed Eruption,12352,Eruption Observed,Radiocarbon (corrected),1977,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt,Rhyolite, , , ,"111,3",Stratovolcano,WESTERN EUROPE,West Indies,0,0,-1310,West Indies,Subduction zone / Oceanic crust (< 15 km),3,Soufriere Guadeloupe,Soufriere Guadeloupe,360060,360060,547030,1467,16.044,-61.664,60876136,482449,71345,256899,8839
NA,Peru,NA,NA,NA,Confirmed Eruption,11796,Eruption Observed,Radiocarbon (uncorrected),-1320,Andesite / Basaltic Andesite, , , , , , , , , ,"22,0",Stratovolcano,LATIN AMER. & CARIB,South America,0,0,-1320,Peru,Subduction zone / Continental crust (>25 km),5,Yucamane,Yucamane,354050,354050,1285220,5495,-17.184,-70.196,28302603,467713,692,10396,51
La Fajana (Volcán Fuego),Spain,NA,NA,NA,Confirmed Eruption,13049,Eruption Observed,Radiocarbon (uncorrected),1971,Trachybasalt / Tephrite Basanite,Phono-tephrite /  Tephri-phonolite,Phonolite,Basalt / Picro-Basalt,Trachyte / Trachydacite, , , , , ,"80,0",Stratovolcano,WESTERN EUROPE,Atlantic Ocean,0,0,-1320,Canary Islands,Intraplate / Oceanic crust (< 15 km),NA,La Palma,La Palma,383010,383010,504782,2426,28.57,-17.83,40397842,85416,18506,55922,442
NA,Mexico,NA,NA,NA,Confirmed Eruption,10403,Eruption Observed,Radiocarbon (uncorrected),2019,Andesite / Basaltic Andesite, , , , ,Dacite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, ,"54,5",Stratovolcano,LATIN AMER. & CARIB,México and Central America,0,0,-1320,Mexico,Subduction zone / Continental crust (>25 km),NA,Colima,Colima,341040,341040,1972550,3850,19.514,-103.62,107449525,1494790,746,303490,76
South flank (Cerro Mono Blanco),Mexico,NA,NA,NA,Confirmed Eruption,10584,Eruption Observed,Radiocarbon (uncorrected),1796,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , , , , , , ,"54,5",Shield,LATIN AMER. & CARIB,México and Central America,0,0,-1320,Mexico,Subduction zone / Continental crust (>25 km),NA,San Martin,San Martin,341110,341110,1972550,1650,18.57,-95.2,107449525,1645811,3581,259640,280
NA,Russia,NA,NA,NA,Confirmed Eruption,17663,Eruption Observed,Radiocarbon (corrected),2020,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,"8,4",Stratovolcano,C.W. OF IND. STATES,Kamchatka and Mainland Asia,0,0,-1330,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),3,Sheveluch,Sheveluch,300270,300270,17075200,3283,56.653,161.36,142893540,11613,0,1718,0
Mt. Edgecumbe,New Zealand,NA,NA,NA,Confirmed Eruption,14502,Eruption Observed,Radiocarbon (corrected),1981,Rhyolite, , , , ,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , ,"15,2",Lava dome,OCEANIA,New Zealand to Fiji,0,0,-1330,New Zealand,Subduction zone / Continental crust (>25 km),NA,Okataina,Okataina,241050,241050,268680,1111,-38.12,176.5,4076140,362413,579,79591,18
NA,Mexico,NA,NA,NA,Confirmed Eruption,10600,Eruption Observed,Radiocarbon (corrected),1982,Trachyandesite / Basaltic Trachyandesite, , , , ,Trachybasalt / Tephrite Basanite,Andesite / Basaltic Andesite, , , ,"54,5",Lava dome,LATIN AMER. & CARIB,México and Central America,0,0,-1340,Mexico,Subduction zone / Continental crust (>25 km),NA,"Chichon, El","Chichon, El",341120,341120,1972550,1150,17.36,-93.228,107449525,3570632,11000,143015,3759
NA,Mexico,NA,NA,NA,Confirmed Eruption,10487,Eruption Dated,Radiocarbon (uncorrected),-1350,Andesite / Basaltic Andesite,Dacite, , , ,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite, , , ,"54,5",Stratovolcano,LATIN AMER. & CARIB,México and Central America,0,0,-1350,Mexico,Subduction zone / Continental crust (>25 km),NA,"Toluca, Nevado de","Toluca, Nevado de",341070,341070,1972550,4680,19.108,-99.758,107449525,25247342,1240,1626432,126
Indian Pond crater (N of Yellowstone Lake),United States of America,NA,NA,NA,Confirmed Eruption,20699,Eruption Dated,Radiocarbon (corrected),-1350,Rhyolite, , , , ,Basalt / Picro-Basalt, , , , ,"31,0",Caldera,NORTHERN AMERICA,Canada and Western USA,0,0,-1350,USA (Wyoming),Rift zone / Continental crust (>25 km),NA,Yellowstone,Yellowstone,325010,325010,9631420,2805,44.43,-110.67,298444215,20692,0,234,0
NA,Russia,NA,NA,NA,Confirmed Eruption,19328,Eruption Observed,Tephrochronology,2020,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"8,4",Stratovolcano,C.W. OF IND. STATES,Kamchatka and Mainland Asia,0,0,-1350,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),NA,Bezymianny,Bezymianny,300250,300250,17075200,2882,55.972,160.595,142893540,11728,0,47,0
NA,Japan,NA,NA,NA,Confirmed Eruption,17409,Eruption Observed,Tephrochronology,1708,Basalt / Picro-Basalt, , , , ,Andesite / Basaltic Andesite,Dacite, , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",0,0,-1350,Honshu,Subduction zone / Continental crust (>25 km),5,Fujisan,Fujisan,283030,283030,377835,3776,35.361,138.728,127463611,25022187,1759,906969,570
NA,Japan,NA,NA,NA,Confirmed Eruption,17992,Eruption Observed,Radiocarbon (corrected),837,Rhyolite,Dacite, , , , , , , , ,"337,4",Caldera,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",0,0,-1350,Honshu,Subduction zone / Continental crust (>25 km),NA,Naruko,Naruko,283200,283200,377835,470,38.729,140.734,127463611,4417058,54771,210262,54771
N (Zametny) & S (Duga) flank fissures,Russia,NA,NA,NA,Confirmed Eruption,19232,Eruption Dated,Radiocarbon (corrected),1550,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , , , , , , ,"8,4",Caldera,C.W. OF IND. STATES,Kamchatka and Mainland Asia,0,0,-1350,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),3,Krasheninnikov,Krasheninnikov,300190,300190,17075200,1816,54.596,160.27,142893540,4674,308,814,308
Northern flank,Russia,NA,NA,NA,Confirmed Eruption,18906,Eruption Observed,Radiocarbon (uncorrected),1690,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,"8,4",Stratovolcano,C.W. OF IND. STATES,Kamchatka and Mainland Asia,0,0,-1350,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),NA,Koshelev,Koshelev,300020,300020,17075200,1822,51.356,156.753,142893540,4390,2,855,0
NA,Russia,NA,NA,NA,Confirmed Eruption,19073,Eruption Observed,Radiocarbon (uncorrected),2001,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,"8,4",Stratovolcano,C.W. OF IND. STATES,Kamchatka and Mainland Asia,0,0,-1350,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),5,Avachinsky,Avachinsky,300100,300100,17075200,2717,53.256,158.836,142893540,270205,0,180016,0
Ground Crater,Japan,NA,NA,NA,Confirmed Eruption,18636,Eruption Observed,Radiocarbon (corrected),2004,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",0,0,-1350,Hokkaido,Subduction zone / Continental crust (>25 km),3,Tokachidake,Tokachidake,285050,285050,377835,2077,43.418,142.686,127463611,1373264,227,60382,12
Komezuka,Japan,NA,NA,NA,Confirmed Eruption,17192,Eruption Observed,Radiocarbon (corrected),2020,Andesite / Basaltic Andesite,Dacite,Rhyolite,Basalt / Picro-Basalt, , , , , , ,"337,4",Caldera,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",0,0,-1350,Ryukyu Islands and Kyushu,Subduction zone / Continental crust (>25 km),3,Asosan,Asosan,282110,282110,377835,1592,32.884,131.104,127463611,6507519,75559,234591,75559
Vatnafjöll,Iceland,NA,NA,NA,Confirmed Eruption,12715,Eruption Observed,Tephrochronology,2000,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Rhyolite,Dacite, , , , , , ,"2,9",Stratovolcano,WESTERN EUROPE,Iceland and Arctic Ocean,0,0,-1350,Iceland (southern),Rift zone / Oceanic crust (< 15 km),NA,Hekla,Hekla,372070,372070,103000,1490,63.983,-19.666,299388,22845,0,298,0
NA,Papua New Guinea,NA,NA,NA,Confirmed Eruption,15012,Eruption Observed,Radiocarbon (corrected),2012,Dacite,Andesite / Basaltic Andesite,Rhyolite, , ,Basalt / Picro-Basalt, , , , ,"12,3",Caldera,OCEANIA,Melanesia and Australia,,,-1370,New Britain,Subduction zone / Continental crust (>25 km),6,Witori,Witori,252080,252080,462840,724,-5.576,150.516,5670544,145382,24509,37824,24509
NA,France,NA,NA,NA,Confirmed Eruption,12405,Eruption Observed,Radiocarbon (corrected),1932,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,"111,3",Stratovolcano,WESTERN EUROPE,West Indies,0,0,-1390,West Indies,Subduction zone / Oceanic crust (< 15 km),NA,Pelee,Pelee,360120,360120,547030,1394,14.809,-61.165,60876136,609576,5025,382633,251
NA,Turkey,NA,NA,NA,Confirmed Eruption,13899,Eruption Observed,Varve Count,1650,Rhyolite,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , ,"90,2",Stratovolcano,NEAR EAST,Mediterranean and Western Asia,0,0,-1396,Turkey,Intraplate / Continental crust (>25 km),NA,Nemrut Dagi,Nemrut Dagi,213020,213020,780580,2948,38.654,42.229,70413958,1618263,7399,230531,608
NA,Russia,NA,NA,NA,Confirmed Eruption,19146,Eruption Observed,Radiocarbon (corrected),2019,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"8,4",Stratovolcano,C.W. OF IND. STATES,Kamchatka and Mainland Asia,0,0,-1400,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),2,Karymsky,Karymsky,300130,300130,17075200,1513,54.049,159.443,142893540,10848,0,291,0
NA,Japan,NA,NA,NA,Confirmed Eruption,17991,Eruption Observed,Tephrochronology,837,Rhyolite,Dacite, , , , , , , , ,"337,4",Caldera,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",0,0,-1400,Honshu,Subduction zone / Continental crust (>25 km),NA,Naruko,Naruko,283200,283200,377835,470,38.729,140.734,127463611,4417058,54771,210262,54771
NW side of Kami-yama (Kanmuriga-take),Japan,NA,NA,NA,Confirmed Eruption,17382,Eruption Dated,Radiocarbon (corrected),2015,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,"337,4",Complex,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",0,0,-1400,Honshu,Subduction zone / Continental crust (>25 km),NA,Hakoneyama,Hakoneyama,283020,283020,377835,1438,35.233,139.021,127463611,30282197,53755,1543563,14140
NW rift zone (Montaña Samara),Spain,NA,NA,NA,Confirmed Eruption,13087,Eruption Observed,Tephrochronology,1909,Phonolite,Trachybasalt / Tephrite Basanite,Phono-tephrite /  Tephri-phonolite,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite, , , , , ,"80,0",Stratovolcano,WESTERN EUROPE,Atlantic Ocean,0,0,-1400,Canary Islands,Intraplate / Oceanic crust (< 15 km),NA,Tenerife,Tenerife,383030,383030,504782,3715,28.271,-16.641,40397842,766276,156,337660,0
NA,Indonesia,NA,NA,NA,Confirmed Eruption,15819,Eruption Observed,Radiocarbon (corrected),2020,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , ,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,0,0,-1410,Java,Subduction zone / Continental crust (>25 km),NA,Merapi,Merapi,263250,263250,1919440,2910,-7.54,110.446,245452739,24728414,185849,4348473,49205
NA,Italy,NA,NA,NA,Confirmed Eruption,13494,Eruption Observed,Radiocarbon (corrected),2020,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, , ,Trachyte / Trachydacite,Phono-tephrite /  Tephri-phonolite, , , ,"193,0",Stratovolcano,WESTERN EUROPE,Mediterranean and Western Asia,0,0,-1420,Italy,Subduction zone / Continental crust (>25 km),NA,Etna,Etna,211060,211060,301230,3295,37.748,14.999,58133509,3052770,3291,1016540,78
NA,Costa Rica,NA,NA,NA,Confirmed Eruption,11234,Eruption Observed,Radiocarbon (corrected),2019,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,"79,8",Stratovolcano,LATIN AMER. & CARIB,México and Central America,0,0,-1420,Costa Rica,Subduction zone / Continental crust (>25 km),NA,Turrialba,Turrialba,345070,345070,51100,3340,10.025,-83.767,4075261,3390544,6867,672428,1891
NA,Italy,NA,NA,NA,Confirmed Eruption,10046,Eruption Observed,Radiocarbon (corrected),1944,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite, , , , , ,"193,0",Stratovolcano,WESTERN EUROPE,Mediterranean and Western Asia,0,0,-1430,Italy,Subduction zone / Continental crust (>25 km),4,Vesuvius,Vesuvius,211020,211020,301230,1281,40.821,14.426,58133509,6009961,675705,3907941,19162
