country,country (volcano.csv),evidence_category,last_eruption_year,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,minor_rock_1,minor_rock_2,minor_rock_3,minor_rock_4,minor_rock_5,Pop. Density (per sq. mi.),primary_volcano_type,Region,region,subregion,tectonic_settings,volcano_name,volcano_number,Area (sq. mi.),elevation,latitude,longitude,Population,population_within_100_km,population_within_10_km,population_within_30_km,population_within_5_km
Chad,Chad,Evidence Credible,Unknown,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite,Dacite,Rhyolite, ,Basalt / Picro-Basalt, , , , ,"7,7",Stratovolcano,SUB-SAHARAN AFRICA,Africa and Red Sea,Africa (northern),Intraplate / Continental crust (>25 km),"Tousside, Tarso",225010,1284000,3265,21.03,16.45,9944201,5038,0,394,0
Japan,Japan,Eruption Observed,915,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt,Rhyolite, , , , , , ,"337,4",Caldera,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Towada,283271,377835,1011,40.51,140.88,127463611,2237010,12366,103631,12366
Japan,Japan,Eruption Observed,2001,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",Hokkaido,Subduction zone / Continental crust (>25 km),Toya,285030,377835,733,42.544,140.839,127463611,3206914,36191,214565,5723
Vanuatu,Vanuatu,Eruption Observed,1881,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"17,1",Stratovolcano,OCEANIA,Melanesia and Australia,Vanuatu,Subduction zone / Intermediate crust (15-25 km),Traitor's Head,257090,12200,817,-18.754,169.238,208869,30651,380,7007,207
Argentina,Argentina,Evidence Credible,Unknown,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, , , , , , , , ,"14,4",Stratovolcano,LATIN AMER. & CARIB,South America,Central Chile and Argentina,Intraplate / Continental crust (>25 km),Tralihue,357101,2766890,2448,-38.509,-70.898,39921833,97456,385,4621,43
United States,United States,Eruption Observed,1974,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"31,0",Stratovolcano,NORTHERN AMERICA,Alaska,Alaska Peninsula,Subduction zone / Continental crust (>25 km),Trident,312160,9631420,1864,58.236,-155.1,298444215,117,0,0,0
United Kingdom,United Kingdom,Eruption Observed,1962,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, ,Phonolite, , , , ,"247,6",Shield,WESTERN EUROPE,Atlantic Ocean,Atlantic Ocean (southern),Rift zone / Oceanic crust (< 15 km),Tristan da Cunha,386010,244820,2060,-37.092,-12.28,60609153,32,12,12,12
Dominica,Dominica,Eruption Dated,920,Andesite / Basaltic Andesite, , , , , , , , , ,"91,4",Complex,LATIN AMER. & CARIB,West Indies,West Indies,Subduction zone / Oceanic crust (< 15 km),"Trois Pitons, Morne",360100,754,1387,15.37,-61.33,68910,687847,29522,62348,2493
Argentina,Argentina,Evidence Uncertain,Unknown,Dacite,Andesite / Basaltic Andesite, , , , , , , , ,"14,4",Lava dome,LATIN AMER. & CARIB,South America,Central Chile and Argentina,Subduction zone / Continental crust (>25 km),Trolon,357081,2766890,2360,-37.738,-70.906,39921833,65041,235,2539,17
Argentina,Argentina,Eruption Observed,1822,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt,Rhyolite, , , , , , ,"14,4",Stratovolcano,LATIN AMER. & CARIB,South America,Central Chile and Argentina,Subduction zone / Continental crust (>25 km),Tromen,357072,2766890,4114,-37.144,-70.033,39921833,47403,196,2928,12
Ethiopia,Ethiopia,Eruption Observed,1900,Rhyolite,Trachyte / Trachydacite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , ,"66,3",Pyroclastic cone,SUB-SAHARAN AFRICA,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Continental crust (>25 km),Tullu Moje,221250,1127127,2343,8.159,39.137,74777981,5565084,51976,546291,11514
Iceland,Iceland,Evidence Credible,Unknown,Basalt / Picro-Basalt,Rhyolite, , , , , , , , ,"2,9",Stratovolcano,WESTERN EUROPE,Iceland and Arctic Ocean,Iceland (northeastern),Rift zone / Oceanic crust (< 15 km),Tungnafellsjokull,373040,103000,1523,64.75,-17.916,299388,927,0,0,0
Russia,Russia,Evidence Uncertain,Unknown,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , , , , , , ,"8,4",Volcanic field,C.W. OF IND. STATES,Kamchatka and Mainland Asia,Russia (southeastern),Rift zone / Continental crust (>25 km),Tunkin Depression,302050,17075200,1200,51.5,102.5,142893540,63490,431,6533,431
Costa Rica,Costa Rica,Eruption Observed,2019,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,"79,8",Stratovolcano,LATIN AMER. & CARIB,México and Central America,Costa Rica,Subduction zone / Continental crust (>25 km),Turrialba,345070,51100,3340,10.025,-83.767,4075261,3390544,6867,672428,1891
United States,United States,Eruption Dated,440,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Trachyte / Trachydacite, , , , , , , ,"31,0",Others,NORTHERN AMERICA,New Zealand to Fiji,Samoan and Wallis Islands,Subduction zone / Oceanic crust (< 15 km),Tutuila,244020,9631420,653,-14.295,-170.7,298444215,67387,49763,56239,16653
Peru,Peru,Eruption Observed,1802,Andesite / Basaltic Andesite,Rhyolite,Trachyte / Trachydacite, , , , , , , ,"22,0",Stratovolcano,LATIN AMER. & CARIB,South America,Peru,Subduction zone / Continental crust (>25 km),Tutupaca,354040,1285220,5801,-17.026,-70.372,28302603,213931,1125,21124,18
Canada,Canada,Evidence Credible,Unknown,Basalt / Picro-Basalt,Foidite, , , , , , , , ,"3,3",Volcanic field,NORTHERN AMERICA,Canada and Western USA,Canada,Intraplate / Continental crust (>25 km),Tuya Volcanic Field,320031,9984670,2123,59.37,-130.58,33098932,665,0,0,0
Argentina,Argentina,Evidence Uncertain,Unknown,Dacite,Andesite / Basaltic Andesite, , , , , , , , ,"14,4",Stratovolcano,LATIN AMER. & CARIB,South America,"Northern Chile, Bolivia and Argentina",Subduction zone / Continental crust (>25 km),Tuzgle,355150,2766890,5486,-24.05,-66.48,39921833,22953,217,4740,42
Russia,Russia,Evidence Uncertain,Unknown,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"8,4",Shield,C.W. OF IND. STATES,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Tuzovsky,300540,17075200,1516,57.32,159.967,142893540,3636,0,128,0
United States,United States,Eruption Dated,-150,Basalt / Picro-Basalt, , , , , , , , , ,"31,0",Others,NORTHERN AMERICA,Canada and Western USA,USA (California),Rift zone / Continental crust (>25 km),Ubehebe Craters,323160,9631420,752,37.02,-117.45,298444215,15354,94,262,18
Russia,Russia,Evidence Credible,Unknown,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,"8,4",Stratovolcano,C.W. OF IND. STATES,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Udina,300241,17075200,2886,55.758,160.527,142893540,10334,2,63,0
Russia,Russia,Eruption Dated,-220,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyte / Trachydacite,Foidite,Trachyandesite / Basaltic Trachyandesite, , , , , ,"8,4",Pyroclastic cone,C.W. OF IND. STATES,Kamchatka and Mainland Asia,Russia (southeastern),Rift zone / Continental crust (>25 km),Udokan Plateau,302030,17075200,2180,56.28,117.77,142893540,4688,12,62,12
United States,United States,Eruption Observed,1814,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite,Rhyolite, , , , , , ,"31,0",Stratovolcano,NORTHERN AMERICA,Alaska,Alaska Peninsula,Subduction zone / Continental crust (>25 km),Ugashik-Peulik,312130,9631420,1474,57.751,-156.368,298444215,102,0,0,0
United States,United States,Eruption Dated,1100,Trachybasalt / Tephrite Basanite, , , , ,Basalt / Picro-Basalt, , , , ,"31,0",Volcanic field,NORTHERN AMERICA,Canada and Western USA,USA (Arizona),Rift zone / Continental crust (>25 km),Uinkaret Field,329010,9631420,1555,36.38,-113.13,298444215,149617,92,170,92
United States,United States,Eruption Observed,1977,Basalt / Picro-Basalt,Dacite, , , , , , , , ,"31,0",Others,NORTHERN AMERICA,Alaska,Alaska Peninsula,Subduction zone / Continental crust (>25 km),Ukinrek Otherss,312131,9631420,91,57.832,-156.51,298444215,739,0,0,0
Russia,Russia,Evidence Uncertain,Unknown,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,"8,4",Shield,C.W. OF IND. STATES,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Uksichan,300350,17075200,1692,56.08,158.38,142893540,4416,6,67,0
